DATE,MATRIX,STATE,INSTRUMENT,CAS NUMBER,SUBSTANCE,RESULTS,UNIT,INTERVAL
June 04 2010,Air,Louisiana,MultiRae,N/A,H2S,0.2,ppm,1-Hour Avg
June 04 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,9.4,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,9.3,ug/m3,1-Hour Avg
June 04 2010,Air,,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,15.7,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,0.1,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,9.4,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,20.1,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,,EBAM,N/A,PM10,6.8,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,H2S,0.2,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,15.9,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,15.9,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,4.1,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,33.1,ug/m3,1-Hour Avg
June 04 2010,Air,,EBAM,N/A,PM10,17,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,0.1,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,26,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,H2S,0.2,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,11.6,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,9.4,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 04 2010,Air,,EBAM,N/A,PM10,13.9,ug/m3,1-Hour Avg
June 01 2010,Air,,EBAM,N/A,PM10,41.3,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,11.6,ug/m3,1-Hour Avg
June 04 2010,yuvbvb,Louisiana,EBAM,N/A,PM10,42.4,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,35.3,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,20.3,ug/m3,1-Hour Avg
June 04 2010,Air,,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,78.6,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,20.3,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,35.7,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,H2S,0.3,ppm,1-Hour Avg
June 04 2010,Air,,EBAM,N/A,PM10,19,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,12.2,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,20.1,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,111.8,ug/m3,1-Hour Avg
June 04 2010,Air,,EBAM,N/A,PM10,14.4,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,8.9,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,30.6,ug/m3,1-Hour Avg
June 04 2010,Air,,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,H2S,0.2,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,8.9,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,20.7,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,27.1,ug/m3,1-Hour Avg
June 04 2010,vcvcbv,,EBAM,N/A,PM10,45.4,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 04 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,6.3,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,20.7,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,8.2,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 04 2010,Air,,EBAM,N/A,PM10,20.1,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,17,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,81,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 04 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 04 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,14.8,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,17,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,VOC,0.1,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,23.8,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,EBAM,N/A,PM10,24.2,ug/m3,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 04 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,14.1,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,,EBAM,N/A,PM10,32.5,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,21.8,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,18,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,14.1,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,0.1,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,24.6,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,80.5,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,,MultiRae,N/A,VOC,0.7,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,18.5,ug/m3,1-Hour Avg
June 03 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,,MultiRae,N/A,VOC,0.7,ppm,1-Hour Avg
June 03 2010,Air,,EBAM,N/A,PM10,43.4,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,28.5,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,52.8,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,16.7,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,18.5,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,44.8,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,18.5,ug/m3,1-Hour Avg
June 03 2010,Air,,MultiRae,N/A,VOC,0.8,ppm,1-Hour Avg
June 03 2010,Air,,EBAM,N/A,PM10,15.2,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,24.5,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,36.2,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,0.3,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,20.3,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,18.5,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,cvbcvb,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,96.1,ug/m3,1-Hour Avg
June 03 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,,EBAM,N/A,PM10,12.1,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,21,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,30.3,ug/m3,1-Hour Avg
June 03 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,0.4,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,21.7,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,22,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,32.5,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,22,ug/m3,1-Hour Avg
June 03 2010,Air,,MultiRae,N/A,VOC,0.8,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,36.7,ug/m3,1-Hour Avg
June 03 2010,Air,,EBAM,N/A,PM10,17.4,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,0.2,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,14.7,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,20.2,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,20.2,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,52.6,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,12.2,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,,MultiRae,N/A,VOC,0.8,ppm,1-Hour Avg
June 03 2010,Air,Mississippi,,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Mississippi,AreaRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Mississippi,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,,EBAM,N/A,PM10,21.8,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,,MultiRae,N/A,VOC,1,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,71.7,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,29.1,ug/m3,1-Hour Avg
June 03 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,21.7,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,29.1,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,38.7,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,12.5,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Mississippi,,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Mississippi,,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,27.8,ug/m3,1-Hour Avg
June 03 2010,Air,Mississippi,AreaRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Mississippi,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Florida,AreaRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Alabama,AreaRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Alabama,AreaRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Florida,DataRam,N/A,PM10,26.1,ug/m3,1-Hour Avg
June 03 2010,Air,,EBAM,N/A,PM10,38.9,ug/m3,1-Hour Avg
June 03 2010,Air,,MultiRae,N/A,VOC,1.2,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,31,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,,MultiRae,N/A,VOC,9.6,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,19.6,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,15.1,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,19.6,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Florida,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Florida,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,56,ug/m3,1-Hour Avg
June 03 2010,Air,Mississippi,,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,cvbcvbvb,Mississippi,,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Mississippi,,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Mississippi,AreaRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Mississippi,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Florida,AreaRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Alabama,AreaRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Alabama,AreaRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Florida,DataRam,N/A,PM10,28.9,ug/m3,1-Hour Avg
June 03 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,,EBAM,N/A,PM10,10.9,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,0.1,ppm,1-Hour Avg
June 03 2010,Air,,MultiRae,N/A,VOC,10.2,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,31.3,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,0.1,ppm,1-Hour Avg
June 03 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,12.3,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,14.9,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,7.5,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Florida,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Florida,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,12.3,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,8.8,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,25.3,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Mississippi,,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Alabama,AreaRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Mississippi,AreaRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Mississippi,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,,MultiRae,N/A,VOC,9.5,ppm,1-Hour Avg
June 03 2010,Air,Florida,AreaRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Alabama,AreaRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,,EBAM,N/A,PM10,28.8,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,16.4,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,32.9,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,15.8,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,0.8,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,0.2,ppm,1-Hour Avg
June 03 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,32.9,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,VOC,12.8,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,33.6,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,41.8,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Florida,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Florida,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Florida,DataRam,N/A,PM10,30.5,ug/m3,1-Hour Avg
June 03 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Mississippi,,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Mississippi,,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Louisiana,EBAM,N/A,PM10,35,ug/m3,1-Hour Avg
June 03 2010,Air,Mississippi,AreaRae,N/A,H2S,,ppm,1-Hour Avg
June 03 2010,Air,Mississippi,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 03 2010,Air,Florida,AreaRae,N/A,H2S,,ppm,1-Hour Avg
